club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
465,st-mirren-fc,St Mirren Fc,SC1,7.88,24,26.4,13,54.2,1,The SMISA Stadium,8023,+-0,Jim Goodwin,https://www.transfermarkt.co.uk/st-mirren-fc/startseite/verein/465
200,fc-utrecht,Fc Utrecht,NL1,28.62,28,25.4,9,32.1,1,"Stadion ""Galgenwaard""",23750,+£4.32m,René Hake,https://www.transfermarkt.co.uk/fc-utrecht/startseite/verein/200
499,vitesse-arnheim,Vitesse Arnheim,NL1,30.98,26,23.6,16,61.5,5,GelreDome,21248,£-1.64m,Thomas Letsch,https://www.transfermarkt.co.uk/vitesse-arnheim/startseite/verein/499
234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,103.82,26,23.8,14,53.8,10,"Stadion Feyenoord ""De Kuip""",47500,+£2.93m,Arne Slot,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
1269,pec-zwolle,Pec Zwolle,NL1,12.49,32,23.9,12,37.5,6,MAC³PARK stadion,14000,+-0,Dick Schreuder,https://www.transfermarkt.co.uk/pec-zwolle/startseite/verein/1269
385,fortuna-sittard,Fortuna Sittard,NL1,11.45,28,24.5,15,53.6,1,Fortuna Sittard Stadion,12500,+-0,Sjors Ultee,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
65,spvgg-greuther-furth,Spvgg Greuther Furth,L1,29.61,27,25.1,10,37.0,2,Sportpark Ronhof | Thomas Sommer,16626,+£2.03m,Stefan Leitl,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
80,vfl-bochum,Vfl Bochum,L1,35.87,29,27.7,14,48.3,3,Vonovia Ruhrstadion,27599,+£315Th.,Thomas Reis,https://www.transfermarkt.co.uk/vfl-bochum/startseite/verein/80
133,sc-cambuur-leeuwarden,Sc Cambuur Leeuwarden,NL1,9.72,24,25.1,7,29.2,5,Cambuurstadion,10250,+-0,Henk de Jong,https://www.transfermarkt.co.uk/sc-cambuur-leeuwarden/startseite/verein/133
3,1-fc-koln,1 Fc Koln,L1,69.53,28,25.4,11,39.3,6,RheinEnergieStadion,50000,+£19.98m,Steffen Baumgart,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
89,1-fc-union-berlin,1 Fc Union Berlin,L1,79.11,31,27.4,13,41.9,8,An der Alten Försterei,22012,£-4.68m,Urs Fischer,https://www.transfermarkt.co.uk/1-fc-union-berlin/startseite/verein/89
1090,az-alkmaar,Az Alkmaar,NL1,53.57,25,24.1,10,40.0,9,AFAS Stadion,17023,+£37.85m,Pascal Jansen,https://www.transfermarkt.co.uk/az-alkmaar/startseite/verein/1090
44,hertha-bsc,Hertha Bsc,L1,104.42,30,26.2,16,53.3,6,Olympiastadion Berlin,74649,+£20.61m,Tayfun Korkut,https://www.transfermarkt.co.uk/hertha-bsc/startseite/verein/44
48332,kolos-kovalivka,Kolos Kovalivka,UKR1,8.91,26,26.5,9,34.6,3,Kolos,5050,£-85Th.,Yaroslav Vyshnyak,https://www.transfermarkt.co.uk/kolos-kovalivka/startseite/verein/48332
60,sc-freiburg,Sc Freiburg,L1,132.08,26,25.3,10,38.5,8,Europa-Park Stadion,34700,+£4.55m,Christian Streich,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
79,vfb-stuttgart,Vfb Stuttgart,L1,167.67,34,23.5,19,55.9,5,Mercedes-Benz Arena,60449,+£21.51m,Pellegrino Matarazzo,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
610,ajax-amsterdam,Ajax Amsterdam,NL1,341.37,27,25.5,15,55.6,16,Johan Cruijff ArenA,54990,+£13.95m,Erik ten Hag,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610
24,eintracht-frankfurt,Eintracht Frankfurt,L1,178.88,32,25.8,21,65.6,13,Deutsche Bank Park,51500,+£17.69m,Oliver Glasner,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
533,tsg-1899-hoffenheim,Tsg 1899 Hoffenheim,L1,184.55,35,25.8,22,62.9,14,PreZero Arena,30150,+£495Th.,Sebastian Hoeneß,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
82,vfl-wolfsburg,Vfl Wolfsburg,L1,240.46,32,25.5,21,65.6,11,Volkswagen Arena,30000,£-45.14m,Florian Kohfeldt,https://www.transfermarkt.co.uk/vfl-wolfsburg/startseite/verein/82
1241,livingston-fc,Livingston Fc,SC1,7.07,25,27.0,13,52.0,0,Tony Macaroni Arena,9512,+-0,David Martindale,https://www.transfermarkt.co.uk/livingston-fc/startseite/verein/1241
167,fc-augsburg,Fc Augsburg,L1,89.82,29,26.1,18,62.1,9,WWK ARENA,30660,£-10.14m,Markus Weinzierl,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
16,borussia-dortmund,Borussia Dortmund,L1,521.91,33,25.1,18,54.5,16,SIGNAL IDUNA PARK,81365,+£56.48m,Marco Rose,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
27,fc-bayern-munchen,Fc Bayern Munchen,L1,733.05,25,26.3,14,56.0,19,Allianz Arena,75024,£-48.15m,Julian Nagelsmann,https://www.transfermarkt.co.uk/fc-bayern-munchen/startseite/verein/27
18,borussia-monchengladbach,Borussia Monchengladbach,L1,233.73,28,25.7,15,53.6,12,Stadion im Borussia-Park,54022,£-10.26m,Adi Hütter,https://www.transfermarkt.co.uk/borussia-monchengladbach/startseite/verein/18
383,psv-eindhoven,Psv Eindhoven,NL1,137.88,26,25.1,20,76.9,9,Philips Stadion,35000,+£33.63m,Roger Schmidt,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
1095,es-troyes-ac,Es Troyes Ac,FR1,51.66,34,26.6,18,52.9,8,Stade de l'Aube,21877,£-16.29m,Bruno Irles,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
1420,sco-angers,Sco Angers,FR1,57.74,27,26.4,11,40.7,5,Stade Raymond Kopa,16381,+£9.99m,Gérald Baticle,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
3911,stade-brest-29,Stade Brest 29,FR1,81.32,26,25.5,7,26.9,4,Stade Francis-Le Blé,15097,+£3.33m,Michel Der Zakarian,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
23826,rasenballsport-leipzig,Rasenballsport Leipzig,L1,430.43,30,23.9,21,70.0,17,Red Bull Arena,47069,+£3.94m,Domenico Tedesco,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
10,arminia-bielefeld,Arminia Bielefeld,L1,49.55,25,25.5,15,60.0,5,SchücoArena,26515,£-6.75m,Frank Kramer,https://www.transfermarkt.co.uk/arminia-bielefeld/startseite/verein/10
1158,fc-lorient,Fc Lorient,FR1,49.91,29,25.8,10,34.5,5,Stade du Moustoir,19010,+£3.60m,Christophe Pélissier,https://www.transfermarkt.co.uk/fc-lorient/startseite/verein/1158
667,rc-strassburg-alsace,Rc Strassburg Alsace,FR1,86.31,23,26.9,10,43.5,5,Stade de la Meinau,29000,+£11.70m,Julien Stéphan,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
969,montpellier-hsc,Montpellier Hsc,FR1,88.43,25,25.2,10,40.0,5,Stade de la Mosson,32939,+£22.32m,Olivier Dall'Oglio,https://www.transfermarkt.co.uk/montpellier-hsc/startseite/verein/969
202,fc-groningen,Fc Groningen,NL1,18.65,25,23.7,11,44.0,3,Euroborg,22550,+£5.78m,Danny Buijs,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
618,as-saint-etienne,As Saint Etienne,FR1,96.21,31,24.8,14,45.2,9,Stade Geoffroy-Guichard,42000,£-270Th.,Pascal Dupraz,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
39,1-fsv-mainz-05,1 Fsv Mainz 05,L1,109.89,25,25.8,13,52.0,6,Mewa Arena,33305,+£405Th.,Bo Svensson,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
1421,stade-reims,Stade Reims,FR1,90.95,30,24.3,21,70.0,11,Stade Auguste-Delaune,21684,+£5.40m,Óscar García,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
15,bayer-04-leverkusen,Bayer 04 Leverkusen,L1,367.16,29,24.7,20,69.0,14,BayArena,30210,£-9.77m,Gerardo Seoane,https://www.transfermarkt.co.uk/bayer-04-leverkusen/startseite/verein/15
273,fc-stade-rennes,Fc Stade Rennes,FR1,197.28,28,23.8,10,35.7,7,Roazhon Park,29778,£-30.47m,Bruno Génésio,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
1082,losc-lille,Losc Lille,FR1,235.44,25,25.0,20,80.0,10,Stade Pierre-Mauroy,50186,+£51.94m,Jocelyn Gourvennec,https://www.transfermarkt.co.uk/losc-lille/startseite/verein/1082
1041,olympique-lyon,Olympique Lyon,FR1,276.35,30,25.6,19,63.3,13,Groupama Stadium,59186,+£36.00m,Peter Bosz,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041
162,as-monaco,As Monaco,FR1,326.88,30,24.4,30,100.0,9,Stade Louis-II,18523,£-12.83m,Philippe Clement,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162
995,fc-nantes,Fc Nantes,FR1,82.58,29,26.5,14,48.3,7,Stade de la Beaujoire,37463,+£7.29m,Antoine Kombouaré,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
40,fc-girondins-bordeaux,Fc Girondins Bordeaux,FR1,83.84,30,25.5,17,56.7,9,Matmut Atlantique,42052,+£5.45m,Vladimir Petkovic,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
3729,arsenal-tula,Arsenal Tula,RU1,19.58,27,28.4,8,29.6,5,Arsenal,19241,+£2.21m,Miodrag Bozovic,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
417,ogc-nizza,Ogc Nizza,FR1,218.75,28,24.3,18,64.3,7,Allianz Riviera,36178,£-18.72m,Christophe Galtier,https://www.transfermarkt.co.uk/ogc-nizza/startseite/verein/417
28095,fk-ufa,Fk Ufa,RU1,17.64,25,27.0,7,28.0,4,BetBoom Arena,15132,+£419Th.,Aleksey Stukalov,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
41231,fk-sochi,Fk Sochi,RU1,31.95,24,28.7,9,37.5,3,Fisht Olympic Stadium,43700,£-4.53m,Vladimir Fedotov,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
1083,fk-rostov,Fk Rostov,RU1,35.78,27,24.8,9,33.3,7,Rostov Arena,45145,+£491Th.,Vitaliy Kafanov,https://www.transfermarkt.co.uk/fk-rostov/startseite/verein/1083
2698,rubin-kazan,Rubin Kazan,RU1,63.59,24,25.5,9,37.5,8,Ak Bars Arena,45379,£-2.87m,Leonid Slutski,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
2410,zska-moskau,Zska Moskau,RU1,76.1,22,26.1,7,31.8,8,VEB Arena,30457,+£38.37m,Aleksey Berezutski,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,26.42,26,25.0,5,19.2,2,Solidarnost Samara Arena,44918,£-1.30m,Igor Osinjkin,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
932,lokomotiv-moskau,Lokomotiv Moskau,RU1,85.77,30,24.9,12,40.0,7,RŽD-Arena,27320,£-26.11m,Markus Gisdol,https://www.transfermarkt.co.uk/lokomotiv-moskau/startseite/verein/932
16704,fk-krasnodar,Fk Krasnodar,RU1,102.38,26,27.7,13,50.0,7,Stadion Krasnodar,35179,£-24.47m,Aleksey Antonyuk,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
3524,clermont-foot-63,Clermont Foot 63,FR1,35.15,27,26.4,15,55.6,8,Stade Gabriel-Montpied,13000,+-0,Pascal Gastien,https://www.transfermarkt.co.uk/clermont-foot-63/startseite/verein/3524
3719,fk-khimki,Fk Khimki,RU1,19.24,23,26.3,6,26.1,1,Arena Khimki,18636,£-583Th.,Igor Cherevchenko,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
964,zenit-st-petersburg,Zenit St Petersburg,RU1,161.1,23,27.3,8,34.8,12,Gazprom Arena,68134,£-9.80m,Sergey Semak,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
1301,cs-maritimo,Cs Maritimo,PO1,13.82,26,26.5,16,61.5,2,Estádio do Marítimo,10932,+-0,Vasco Seabra,https://www.transfermarkt.co.uk/cs-maritimo/startseite/verein/1301
244,olympique-marseille,Olympique Marseille,FR1,212.72,26,23.9,15,57.7,9,Orange Vélodrome,67394,£-42.41m,Jorge Sampaoli,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
3725,akhmat-grozny,Akhmat Grozny,RU1,26.06,32,26.6,11,34.4,5,Akhmat-Arena,30200,+£3.57m,Andrey Talalaev,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
979,moreirense-fc,Moreirense Fc,PO1,16.83,28,26.3,18,64.3,3,E. C. J. de Almeida Freitas,6153,+-0,Lito Vidigal,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
2423,cd-santa-clara,Cd Santa Clara,PO1,17.93,28,26.8,17,60.7,3,Estádio de São Miguel,15000,+£4.37m,Clemente,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
7179,cd-tondela,Cd Tondela,PO1,18.65,26,25.1,16,61.5,4,Estádio João Cardoso,5000,£-162Th.,Pako Ayestarán,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
232,spartak-moskau,Spartak Moskau,RU1,103.5,26,25.5,8,30.8,8,Otkrytie Bank Arena,45360,£-11.18m,Paolo Vanoli,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
2503,boavista-porto-fc,Boavista Porto Fc,PO1,20.34,27,25.3,16,59.3,8,Estádio do Bessa Sec. XXI,28263,£-6.62m,Petit,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
1465,gd-estoril-praia,Gd Estoril Praia,PO1,20.43,27,24.8,14,51.9,2,Estádio António Coimbra da Mota,8000,+£1.35m,Bruno Pinheiro,https://www.transfermarkt.co.uk/gd-estoril-praia/startseite/verein/1465
7378,portimonense-sc,Portimonense Sc,PO1,24.93,32,26.0,27,84.4,7,Portimonense Estádio,6000,+£4.43m,Paulo Sérgio,https://www.transfermarkt.co.uk/portimonense-sc/startseite/verein/7378
826,rc-lens,Rc Lens,FR1,103.05,27,25.3,15,55.6,9,Stade Bollaert-Delelis,38223,£-2.34m,Franck Haise,https://www.transfermarkt.co.uk/rc-lens/startseite/verein/826
3329,fc-famalicao,Fc Famalicao,PO1,31.77,26,23.8,15,57.7,0,Estádio Municipal de Famalicão,5300,+£5.31m,Rui Pedro Silva,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
1075,sc-braga,Sc Braga,PO1,113.85,28,25.7,13,46.4,2,Estádio Municipal de Braga,30286,+£14.82m,Carlos Carvalhal,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
2995,fc-pacos-de-ferreira,Fc Pacos De Ferreira,PO1,19.08,27,25.8,14,51.9,2,Estádio Capital do Móvel,9200,+-0,César Peixoto,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
720,fc-porto,Fc Porto,PO1,253.17,27,27.0,15,55.6,13,Estádio do Dragão,50399,£-3.11m,Sérgio Conceição,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
8024,fc-arouca,Fc Arouca,PO1,13.03,30,27.1,23,76.7,5,Estádio Municipal de Arouca,5000,+-0,Armando Evangelista,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
3948,royale-union-saint-gilloise,Royale Union Saint Gilloise,BE1,18.59,24,25.2,17,70.8,5,Stade Joseph Mariën,8000,+-0,Felice Mazzu,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
347,fc-metz,Fc Metz,FR1,83.52,31,25.5,20,64.5,8,Stade Saint-Symphorien,26700,+£19.35m,Frédéric Antonetti,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
2457,belenenses-sad,Belenenses Sad,PO1,14.38,26,24.6,12,46.2,2,Estádio Nacional do Jamor,37593,+£1.13m,Filipe Cândido,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
354,kv-mechelen,Kv Mechelen,BE1,20.03,29,25.9,11,37.9,3,AFAS Stadion,16672,+£6.66m,Wouter Vrancken,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
121,dinamo-moskau,Dinamo Moskau,RU1,89.55,26,25.4,8,30.8,10,VTB-Arena,25716,£-4.88m,Sandro Schwarz,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
2861,kv-oostende,Kv Oostende,BE1,23.58,26,23.8,16,61.5,4,Diaz Arena,8432,+£5.22m,Alexander Blessin,https://www.transfermarkt.co.uk/kv-oostende/startseite/verein/2861
336,sporting-lissabon,Sporting Lissabon,PO1,224.19,26,26.0,12,46.2,9,Estádio José Alvalade XXI,50080,+£513Th.,Rúben Amorim,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
601,kv-kortrijk,Kv Kortrijk,BE1,21.87,29,25.4,22,75.9,5,Guldensporenstadion,9399,£-450Th.,Karim Belhocine,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
2420,vitoria-guimaraes-sc,Vitoria Guimaraes Sc,PO1,54.32,29,24.9,12,41.4,3,Estádio D. Afonso Henriques,29865,£-2.43m,Pêpa,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
41274,beerschot-v-a-,Beerschot V A ,BE1,23.69,29,25.5,18,62.1,4,Olympisch Stadion,12771,£-2.01m,Javier Torrente,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
3057,standard-luttich,Standard Luttich,BE1,53.75,32,23.8,20,62.5,12,Maurice Dufrasne Stadion,27670,+£21.60m,Luka Elsner,https://www.transfermarkt.co.uk/standard-luttich/startseite/verein/3057
1096,royal-antwerpen-fc,Royal Antwerpen Fc,BE1,55.96,32,25.7,16,50.0,4,De Bosuil,16144,£-20.87m,Brian Priske,https://www.transfermarkt.co.uk/royal-antwerpen-fc/startseite/verein/1096
520,cercle-brugge,Cercle Brugge,BE1,19.55,29,24.0,17,58.6,5,Jan-Breydel-Stadion,29062,£-900Th.,Dominik Thalhammer,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
157,kaa-gent,Kaa Gent,BE1,43.04,31,26.7,17,54.8,11,Ghelamco Arena,19999,+£18.81m,Hein Vanhaezebrouck,https://www.transfermarkt.co.uk/kaa-gent/startseite/verein/157
3508,sv-zulte-waregem,Sv Zulte Waregem,BE1,22.61,31,25.0,16,51.6,1,Regenboogstadion,12250,+£270Th.,Timmy Simons,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
2424,gil-vicente-fc,Gil Vicente Fc,PO1,15.12,30,25.4,21,70.0,2,Estádio Municipal de Barcelos,12504,+£1.80m,Ricardo Soares,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
1184,krc-genk,Krc Genk,BE1,120.87,25,23.4,17,68.0,12,Luminus Arena,24956,£-2.07m,Bernd Storck,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
172,rsc-charleroi,Rsc Charleroi,BE1,28.06,30,23.3,18,60.0,10,Stade du Pays de Charleroi,15000,+£7.92m,Edward Still,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
294,benfica-lissabon,Benfica Lissabon,PO1,267.57,32,27.1,22,68.8,15,Estádio da Luz,65000,+£21.60m,Nélson Veríssimo,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
2727,oud-heverlee-leuven,Oud Heverlee Leuven,BE1,25.52,29,25.2,15,51.7,9,King Power at Den Dreef Stadion,10020,+£3.06m,Marc Brys,https://www.transfermarkt.co.uk/oud-heverlee-leuven/startseite/verein/2727
58,rsc-anderlecht,Rsc Anderlecht,BE1,80.55,31,23.4,15,48.4,7,Lotto Park,21500,+£7.61m,Vincent Kompany,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58
